0,0.00039215,0.963457
6640,10.0013,1.35023e-08
9752,20.0023,1.01135e-07
13081,30.0049,1.02268e-07
16390,40.0062,9.57242e-08
19708,50.0067,1.0221e-07
23029,60.0096,1.0628e-07
26344,70.0109,1.11547e-07
29643,80.0117,1.12559e-07
32930,90.0118,1.11156e-07
36230,100.013,1.10223e-07
39519,110.015,1.05709e-07
42825,120.017,1.138e-07
46129,130.018,1.07239e-07
49421,140.02,1.03648e-07
52709,150.023,1.08584e-07
56007,160.027,1.04961e-07
59297,170.029,1.10768e-07
62560,180.031,1.03795e-07
65834,190.032,1.07978e-07
69133,200.034,1.13038e-07
72411,210.035,1.0827e-07
75704,220.035,1.06575e-07
79000,230.036,1.11499e-07
82284,240.036,1.0834e-07
85581,250.037,1.14623e-07
88863,260.039,1.15401e-07
92157,270.041,1.11096e-07
95439,280.044,1.07906e-07
98734,290.046,1.05807e-07
102007,300.047,1.09748e-07
105303,310.048,1.15391e-07
108583,320.049,1.09414e-07
111863,330.052,1.04752e-07
115135,340.053,1.09691e-07
118396,350.053,1.18175e-07
121664,360.054,1.11728e-07
124937,370.056,1.15523e-07
128189,380.058,1.19338e-07
131461,390.061,1.16739e-07
134713,400.062,1.17735e-07
137973,410.064,1.16392e-07
141222,420.066,1.16568e-07
144489,430.067,1.17358e-07
147745,440.068,1.12662e-07
150995,450.07,1.19006e-07
154254,460.072,1.15144e-07
157536,470.074,1.19326e-07
160774,480.076,1.21449e-07
164039,490.077,1.27557e-07
167283,500.077,1.23699e-07
170527,510.077,1.14829e-07
173770,520.078,1.20022e-07
177027,530.081,1.24808e-07
180273,540.083,1.15871e-07
183519,550.084,1.24706e-07
186778,560.086,1.1808e-07
190018,570.086,1.1874e-07
193241,580.087,1.24408e-07
196507,590.088,1.28354e-07
199732,600.001,1.25706e-07
